5b64dc76a4af260e918828df,"西北工业大学明德学院,西北工业大学",http://www.xatrm.com/techexpert/detail/01212A452FC659B0E050007F01007315.jspx,"史晓亮,西安科技大学",,1, 武汉理工大学,https://baike.baidu.com/item/%E5%8F%B2%E6%99%93%E4%BA%AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650ed3a4af2609c49f1af4,"陕西师范大学党委,陕西师范大学",https://zh.wikipedia.org/zh-hans/%E7%A8%8B%E5%85%89%E6%97%AD,"程光旭,西安交通大学",,, 西安交通大学,http://clet.xjtu.edu.cn/info/1056/2105.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643f01a4af2607336f8308,上海市第一人民医院外科,https://www.youlai.cn/super/docintro/43610/,"李继坤,上海交通大学",,,犐虾＝煌ù笱?http://js.guahao.com/expert/e4c0ec85-d95b-4061-855d-ece56d6ba876000?hospDeptId=dc84f1f0-366f-43aa-8405-7a880869c1cc000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646d77a4af260a39f3a1bd,教育部,http://www.baidu.com/link?url=5Z3EsM3yYzDo3FgeSVE8xoGUNHJMrVNnrsXPtSLtzLvzPJEpn_IHfxldjnyspFLB,"王廷华,四川大学",,,犓拇ù笱?http://sklb.scu.edu.cn/detail.html?type=postgraduateDetail&id=37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6542a7a4af2609c49f2ae5,"浙江师范大学,浙江师范大学化学与生命科学学院",http://www.baidu.com/link?url=eRS1WTUZM3n6UPgvxFjdWLVe14Colg4B4jhlqo25xczDiFWSHGFJmJRclQqRmjm2cuokl3V8GxiOqb4PBLS7Ca,"李春霞,中国科学院长春应用化学研究所",,,犝憬Ψ洞笱?http://sky.zjnu.edu.cn/2016/1010/c4853a85585/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446bda4af2607336f856b,"|  学校校历  京ICP备",http://www.ucas.ac.cn/site/157?u=59930,"代小蓉,中国科学院城市环境研究所",,,犞泄蒲г撼鞘谢肪逞芯克?http://www.iue.cas.cn/nb/dw/fyjy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645f19a4af260a39f39d8b,|English|中国科学院,http://www.baidu.com/link?url=PX3QqFyIUstxYpP-UArKGB-i9y06xEUilOPqzh_sYoYZjRoGBsovuLc0a9PCYscGUDEwJRpL554rl_Dub1R9Ca6uzowhHIktdupVSUoKbaa,"李晴岚,中国科学院深圳先进技术研究院",,,犞泄蒲г荷钲谙冉际跹芯吭?http://people.ucas.edu.cn/~0036141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651f3ca4af2609c49f1fe2,化学化工学院,http://chem.ujn.edu.cn/detail.asp?id=3400,"张昭良,济南大学",,,",济南大学",https://baike.baidu.com/item/%E5%BC%A0%E6%98%AD%E8%89%AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\,Z,_?0Dl,s_J?O,3vb,_>_,;b4_fY,烤-,fI'fFfb_,#NAME?,0(U_,_E_l,Gs_/-,_>_b_v@,0@,A0(',3bZ,Y茶,_a__;b,_丕_,_?.,-_/_,-0('f,-?'f,_,#NAME?,W30蠊:_,_'f,"-0('ffI	Z","b	U_",吭,_昊:4)_ê,_\_,fI'f,-q峥,0(~2回寰b,,"]	f>",W3,__/v@__\,fI0(fb;;/,_溷_荬v@,_濂柒
5b66b1e1a4af2623f36235b7,生命科学与工程学院,http://userweb.swjtu.edu.cn/Userweb/yzy/index.htm,"闫智勇,西南交通大学",,,西南交通大学,http://userweb.swjtu.edu.cn/Userweb/yzy/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b669a45a4af2623f3622ec2,"工程学院,力学与工程学院",http://userweb.swjtu.edu.cn/Userweb/2360/index.htm,"蔡力勋,西南交通大学",,,西南交通大学,https://baike.baidu.com/item/%E8%94%A1%E5%8A%9B%E5%8B%8B/9388510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66e6b1a4af2623f362458e,数学学院,http://www.baidu.com/link?url=pmXnNr2np3r9lAG5YoijzmG4JtvSq_BxEZ4-A3Fyyl3EBEk5ZJdZxPhRYfee2y4Ww0rcr1axhIWGB_bIiGEqwOkJkFWfcpBvyK4FcUu3hBkMBv850sgA3gG9ROOy1Rwg,"王明文,西南交通大学",,,西南交通大学,http://userweb.swjtu.edu.cn/Userweb/wangmw/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6708e6a4af2623f3624fb0,生命科学与工程学院,http://userweb.swjtu.edu.cn/Userweb/wangcuijuan/,"王萃娟,西南交通大学",,,西南交通大学,http://userweb.swjtu.edu.cn/Userweb/wangcuijuan/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66d9cba4af2623f36241a7,土木工程学院,http://userweb.swjtu.edu.cn/Userweb/qixin/index.htm,"齐欣,西南交通大学",,,西南交通大学土木工程学院,http://userweb.swjtu.edu.cn/Userweb/qixin/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b676625a4af2623f3626984,西南科技大学生命科学与工程学院,http://life.swust.edu.cn/2018/0522/c2206a93857/page.htm,"胡彦卿,西北农林科技大学",,,西南科技大学,http://life.swust.edu.cn/2018/0522/c2206a93857/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b645660a4af260a39f39ae4,"|材料科学网",http://www.baidu.com/link?url=xJs9NwHSKE5PgrIjZ1VBk5oYUJv7S6cRbil6VntYqDFOeakZ56KzciUlFRLIBDYnAsUIpSm6dSaIA5WG11hU7K,"牟凤娟,西南林业大学",,1,西南林业大学,http://202.203.132.148/publicResWarehouse/selectResWarehouseByAuthorCs?res_create_user_id=9002861&unitId=1&currentPage=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646dafa4af260a39f3a1ce,"|师资队",http://www.swpu.edu.cn/geleiyingcailiebiaoye.jsp?urltype=news.NewsContentUrl&wbtreeid=1132&wbnewsid=7553,"刘清友,西南石油大学",,1,西南石油大学,http://www.swpu.edu.cn/xiaoqinglirennerongye.jsp?urltype=news.NewsContentUrl&wbtreeid=1025&wbnewsid=18795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id（测试库的）,待确认的现任职单位（算法解析的）,主页地址（技术算法找的）,已知信息（科技部提供的）,,变化情况,现任单位,主页,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b66a52da4af2623f36231fe,"|学校",http://environ.gzhu.edu.cn/info/1099/1334.htm,"郭大孚,香港城市大学深圳研究院",,1,香港城市大学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64d23aa4af260e918825b8,"院系传真|附院",http://www.baidu.com/link?url=CNy1_CVzYadiGnvUDylGhRjthkKhq1XpqtCHkQUlaBsHE2u2TwONjRbZNAiFlCOlmmT0Xyd_7MzvjGot4U4L5K,"劳力行,香港大学深圳医院",,1,香港大学中医药学院,https://scm.hku.hk/Views/People/ProfessorLixingLao.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653b41a4af2609c49f2897,"香港理工大学应用数学系,香港理工大学",https://baike.baidu.com/item/%E7%A5%81%E5%8A%9B%E7%BE%A4,"祁力群,清华大学",,,香港理工大学应用数学系,https://baike.baidu.com/item/%E7%A5%81%E5%8A%9B%E7%BE%A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b679acfa4af2623f3627897,"|联系我校",http://www.hbhz.net/Article_Show.asp?ArticleID=14251,"张昭宇,香港中文大学（深圳）",,1,香港中文大学（深圳）,http://sse.cuhk.edu.cn/zh-hans/content/1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655884a4af2609c49f31a1,孝感学院城市建设系,https://baike.baidu.com/item/%E9%BB%84%E6%81%92%E6%A0%8B,"黄恒栋,华中科技大学",,,孝感学院城市建设系,https://baike.baidu.com/item/%E9%BB%84%E6%81%92%E6%A0%8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64bd2ca4af260e91881f65,"|动物医院",http://sys.xjaas.net/copy_1_content.jsp?urltype=news.NewsContentUrl&wbtreeid=1016&wbnewsid=1193,"易新萍,新疆畜牧科学院",,1,新疆畜牧科学院兽医研究所,http://sys.xjaas.net/copy_1_content.jsp?urltype=news.NewsContentUrl&wbtreeid=1016&wbnewsid=1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6546d5a4af2609c49f2c33,"|科学研究|重点实验室,网站首页|学院",http://hgxy.xju.edu.cn/info/1180/1999.htm,"穆赫塔尔·伊米尔艾山,新疆大学",,1,新疆大学,http://hgxy.xju.edu.cn/info/1180/1999.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649f6fa4af260e918816a4,"|科学研究|重点实验室,网站首页|学院",http://hgxy.xju.edu.cn/info/1180/2036.htm,"买买提江·依米提,新疆大学",,1,新疆大学,http://hgxy.xju.edu.cn/info/1180/2036.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64ab17a4af260e91881a1a,"|科学研究",http://202.201.249.144/szdw/mmtswt.html,"买买提沙吾提,新疆大学",,,新疆大学,http://zyhj.xju.edu.cn/info/1084/1030.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67ca6fa4af2623f362866d,网站首页|学院,http://hgxy.xju.edu.cn/info/1161/1686.htm,"迪丽努尔·塔力甫,新疆大学",,1,新疆大学化学化工学院,http://hgxy.xju.edu.cn/info/1161/1686.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b673b53a4af2623f3625dff,"网站首页|学院,|科学研究|重点实验室",http://hgxy.xju.edu.cn/info/1179/1992.htm,"阿布拉江·克依木,新疆大学",,1,新疆大学化学化工学院,http://hgxy.xju.edu.cn/info/1179/1992.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b351a4af260e91881c7b,"|学院,|师资队",http://www.baidu.com/link?url=YGbXglcnzx7b_L0AhOCTy4E3OFiabwMjx4o9gZS81XMrN0HtmoLciIYd-pK5nix5i_miXCPeOIjiIo0vsv3gqa,"金阿芳,新疆大学",,1,新疆大学机械工程学院,http://jxxy.xju.edu.cn/info/2002/1830.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65559ea4af2609c49f30c9,"|学校",http://syxy.xjau.edu.cn/2018/0307/c1580a57325/page.htm,"陶永霞,新疆农业大学",,1,新疆农业大学,http://syxy.xjau.edu.cn/2016/1017/c1572a21208/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67bbbea4af2623f362821a,土木工程学院地下水教研室,https://baike.baidu.com/item/%E5%91%A8%E9%87%91%E9%BE%99/5113251,"周金龙,新疆农业大学",,,新疆农业大学,https://baike.baidu.com/item/%E5%91%A8%E9%87%91%E9%BE%99/5113251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b647077a4af260a39f3a293,"新疆农科院植保所,新疆农科院,新疆农科院植保所害虫研究室",https://baike.baidu.com/item/%E9%83%AD%E6%96%87%E8%B6%85/9628995,"郭文超,新疆农业科学院",,,新疆农业科学院,http://nxy.xjau.edu.cn/2012/0904/c837a13387/page.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65950da4af2609c49f445d,药剂科,http://www.xjrmyy.com/3g/e/view.aspx?m_id=8&id=1052,"于鲁海,新疆维吾尔自治区人民医院",,,新疆维吾尔自治区人民医院,http://www.xjrmyy.com/3g/index.aspx?c=model&a=view&m=8&id=3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644192a4af2607336f83d2,"新疆昌吉州水利局渔政管理办公室,自治区水产局,新疆维吾尔自治区水产局",http://www.xjyyw.org.cn/news_view.asp?id=3315&BigClassName=%D3%E6%D2%B5%D2%AA%CE%C5&SmallClassName=,"张人铭,新疆维吾尔自治区水产科学研究所",,,新疆维吾尔自治区水产科学研究所,http://www.xjyyw.org.cn/news_view.asp?id=3315&BigClassName=%D3%E6%D2%B5%D2%AA%CE%C5&SmallClassName=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655c10a4af2609c49f32c1,"新疆维吾尔自治区中医医院医务部,新疆维吾尔自治区中医医院",https://baike.baidu.com/item/%E5%88%98%E7%BA%A2%E9%9C%9E/28648,"刘红霞,新疆维吾尔自治区中医药研究院",,,新疆维吾尔自治区中医医院医务部,https://baike.baidu.com/item/%E5%88%98%E7%BA%A2%E9%9C%9E/28648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b657c2ba4af2609c49f3ca3,新疆医学院,https://baike.baidu.com/item/%E7%8E%8B%E5%9B%BD%E8%8D%83,"王国荃,新疆医科大学",,,新疆医科大学,https://baike.baidu.com/item/%E7%8E%8B%E5%9B%BD%E8%8D%83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6564f5a4af2609c49f3580,中华中医药学会方剂学分会,https://wapbaike.baidu.com/item/%E5%90%95%E5%85%89%E8%80%80,"吕光耀,新疆医科大学",,,新疆医科大学,https://baike.baidu.com/item/%E5%90%95%E5%85%89%E8%80%80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644e85a4af2607336f87c0,中医学院中医系,http://www.baidu.com/link?url=-dPg5saVn3o7kqt-PWgvIZbXvQd6mOb6VAAqq8301Esd6pBDRTHY7IKDCu_sv-Vr6JldbuaViCO6G1DyG5CAbSc2DOuJKcv981040N56RgG,"张星平,新疆医科大学",,,新疆医科大学,http://www.xjmu.org/info/1072/5404.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b643c55a4af2607336f8233,"AboutNetEase|公司",http://www.baidu.com/link?url=dG930Wgj8gRWERgRMXzzoRLhmmMYtDw9zVdEvrV3e89STTCuhbh1w9Q1CVtbkVmoXBx4JYER0_8V8y8OcA3Rka,"杨磊,新疆有色金属研究所",,,新疆有色金属研究所,http://politics.people.com.cn/n/2014/0815/c70731-25469464.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6577fca4af2609c49f3b58,江苏省医学会血液学分会青年委员会,http://www.xz12320.com/view-3078.html,"曹江,徐州医学院",,,徐州医学院,http://www.xz12320.com/view-3078.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b678356a4af2623f36271d5,陕西省区域生物资源保育与利用工程技术研究中心,https://baike.baidu.com/item/%E5%88%98%E9%95%BF%E6%B5%B7/15884040,"刘长海,延安大学",,,延安大学,https://baike.baidu.com/item/%E5%88%98%E9%95%BF%E6%B5%B7/15884040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653de8a4af2609c49f296c,"|学术团队",http://nrfm.ybu.edu.cn/info/1026/1390.htm,"吴艳玲,延边大学",,,延边大学,http://nrfm.ybu.edu.cn/info/1026/1390.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b65740da4af2609c49f3a1c,"|学术团队",http://nrfm.ybu.edu.cn/info/1316/1832.htm,"郭建鹏,延边大学",,1,延边大学,http://nrfm.ybu.edu.cn/info/1026/1396.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651a01a4af2609c49f1e4a,"|学术团队",http://nrfm.ybu.edu.cn/info/1026/1393.htm,"田熙哲,延边大学",,1,延边大学,http://nrfm.ybu.edu.cn/info/1026/1393.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64dd75a4af260e9188292c,"|学术团队",http://nrfm.ybu.edu.cn/info/1025/1368.htm,"任香善,延边大学",,1,延边大学长白山生物资源与功能分子教育部重点实验室,http://nrfm.ybu.edu.cn/info/1025/1368.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b806a4af260e91881ddd,岩土工程研究所,https://baike.baidu.com/item/%E4%BE%AF%E7%91%9C%E4%BA%AC,"侯瑜京,中国水利水电科学研究院",,,岩土工程研究所,https://baike.baidu.com/item/%E4%BE%AF%E7%91%9C%E4%BA%AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b650b99a4af2609c49f19fb,"|学院,|师资队,党建工作|团学",http://hsxy.ycit.cn/szdw/ShowArticle.asp?ArticleID=144,"吕林兰,盐城工学院",,1,盐城工学院,http://hsxy.ycit.cn/szdw/ShowArticle.asp?ArticleID=144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6734cfa4af2623f3625c4c,"实验室,设备处",http://www.saruy.net/hjxy/content/?229.html,"丁成,盐城工学院",,1,盐城工学院环境工程学院,http://www.saruy.net/hjxy/content/?229.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b653a97a4af2609c49f2860,校党委,http://nxy.yzu.edu.cn/art/2013/9/26/art_12481_383059.html,"郭文善,扬州大学",,,扬州大学,http://nxy.yzu.edu.cn/art/2013/9/26/art_12481_383059.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654e6ba4af2609c49f2e88,江苏省中医学会肿瘤分会,https://baike.baidu.com/item/%E5%88%98%E5%BB%B6%E5%BA%86/3666792,"刘延庆,扬州大学",,,扬州大学,https://baike.baidu.com/item/%E5%88%98%E5%BB%B6%E5%BA%86/3666792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6564cfa4af2609c49f3576,学院,http://cxcyxy.yzu.edu.cn/index.php?c=content&a=show&id=233,"孙小兵,扬州大学",,,扬州大学,http://cxcyxy.yzu.edu.cn/index.php?c=content&a=show&id=233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b644af0a4af2607336f86b4,沿革·机构设置·办公电话·学院,http://ybxy.yzu.edu.cn/art/2009/4/7/art_3191_6830.html,"杜予州,扬州大学",,1,扬州大学,http://ybxy.yzu.edu.cn/art/2009/4/7/art_3191_6830.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6522ffa4af2609c49f2111,院水产养殖学教研室,http://dkxy.yzu.edu.cn/art/2009/4/15/art_5431_13338.html,"孙龙生,扬州大学",,,扬州大学,http://dkxy.yzu.edu.cn/art/2009/4/15/art_5431_13338.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6446efa4af2607336f857b,江苏省计算机学会,http://cnprof.com/index.php?c=content&a=show&id=114,"陈才扣,扬州大学",,,扬州大学,http://cxcyxy.yzu.edu.cn/index.php?c=content&a=show&id=232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b659d2aa4af2609c49f46d5,"扬州大学生物科,扬州大学,扬州大学生物科学与技术实验教学中心",https://baike.baidu.com/item/%E5%BC%A0%E5%BD%AA/10119104,"张彪,东南大学",,1,扬州大学,https://baike.baidu.com/item/%E5%BC%A0%E5%BD%AA/10119104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b666eb3a4af2623f36221af,沿革·机构设置·办公电话·学院,http://ybxy.yzu.edu.cn/art/2008/11/10/art_3191_6827.html,"刘芳,扬州大学",,1,扬州大学,http://ybxy.yzu.edu.cn/art/2008/11/10/art_3191_6827.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64d224a4af260e918825b2,沿革·机构设置·办公电话·学院,http://ybxy.yzu.edu.cn/art/2012/7/25/art_3191_237620.html,"杨旭,扬州大学",,1,扬州大学,http://ybxy.yzu.edu.cn/art/2012/7/25/art_3191_237620.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b674077a4af2623f3625f69,中国作物学会大麦产业分会,http://nxy.yzu.edu.cn/art/2009/5/19/art_12481_42643.html,"许如根,扬州大学",,,扬州大学农学院,http://nxy.yzu.edu.cn/art/2013/9/30/art_12481_387599.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64a872a4af260e91881953,"漳州市国资委发改科,漳州片仔癀药业股份有限公司,漳州片仔癀生物科技有限公司,中共漳州片仔癀药业股份有限公司委员会党委,漳州市国资委,漳州九龙江古雷投资有限公司,福建福化古雷石油化工有限公司,福建龙溪轴承（集团）股份有限公司,中共,福州大学,漳州片仔癀集团公司,中共漳州片仔癀集团公司委员会,漳州片仔癀药业股份有限公司第一党支部,漳州市九龙江集团有限公司党委,漳州市国资委政治部,福建龙溪轴承（集团）股份有限公司企业管理部,福州大学经济与管理学院,公司,远志文化发展有限公司,上海立信会计金融学院,福建龙溪轴承（集团）股份有限公司审计部,漳州片仔癀（上海）生物科技研发有限公司",http://www.baidu.com/link?url=78mHu6Junw5MrrxMtas_QvztIOYnHZbeBMf7ksWYBM3z7DAJpWoEZIUkG5gL0Wns3C7C5ft22xVaxb0SqthczK,"陈纪鹏,宜春学院",,,宜春学院,http://sm.ycu.jx.cn/651/list.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b475a4af260e91881cd1,临床医学院,http://xkb.ymcn.gx.cn/info/1006/1081.htm,"邓益斌,右江民族医学院",,,右江民族医学院,http://xkb.ymcn.gx.cn/info/1006/1081.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b678271a4af2623f3627193,"右江民族医学院,江民族医学院",https://baike.baidu.com/item/%E5%A7%9A%E9%87%91%E5%85%89/4612678,"姚金光,广西科技大学",,,右江民族医学院,https://baike.baidu.com/item/%E5%A7%9A%E9%87%91%E5%85%89/4612678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b649e9ca4af260e91881667,"临床学院,临床学院妇产科,临床学院妇产科学教研室",http://xkb.ymcn.gx.cn/info/1006/1033.htm,"李妹燕,右江民族医学院",,,右江民族医学院附属医院,http://www.gxyyfy.cn/Item/3163.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64403fa4af2607336f8368,玉溪市人民医院检验科,http://www.yxhospital.com/yjks/yxjyk/kszjjs/1566963.shtml,"冯磊,昆明医科大学",,,玉溪市人民医院,http://www.yxhospital.com/yjks/yxjyk/kswh/1610584.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b654defa4af2609c49f2e61,"|材料科学网",http://www.cqvip.com/qk/95630x/201609/670169734.html,"漆宗能,中国科学院化学研究所",,1,原工程塑料国家重点实验室和工程塑料国家工程中心,http://www.cqvip.com/qk/95630x/201609/670169734.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655c9ba4af2609c49f32eb,"学院,院,商学院",http://www.baidu.com/link?url=dUcljUu24PsADLOzHw5wg63gi1OH4hwbrn2Zw4-3pnF9Zhtnw-MebeODnUZjA_QdxvDOzNH0cDQ_MAq86KhdP_,"聂元昆,云南财经大学",,,云南财经大学,http://www.ynufe.edu.cn/pub/sxy/szdw/scyxx/155282.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6556b7a4af2609c49f311a,"云南大学/生态学与进化生物学实验室,云南大学",http://www.lee.ynu.edu.cn/info/1027/1033.htm,"杨石建,中国科学院昆明植物研究所",,,云南大学,http://www.lee.ynu.edu.cn/info/1027/1033.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64b252a4af260e91881c30,微生物研究所,https://baike.baidu.com/item/%E5%B4%94%E6%99%93%E9%BE%99/3071531,"崔晓龙,云南大学",,,云南大学,http://www.ynusky.ynu.edu.cn/info/1011/1241.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64dbdca4af260e918828b2,工商管理与旅游管理学院,http://www.baidu.com/link?url=1PM2VRbieXyEoOLPlpZ4HJowkDrJ4xkjZNK-Gg1ByCz70MnuI-cLwkcyQRSG2SMJCFXczseupdgXqfFRVgEn-K,"吕宛青,云南大学",,,云南大学,http://www.icourses.cn/web/sword/portal/teacherDetails?userId=ff8080813b79ae0d013b7af117cc04cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64dcc6a4af260e918828f6,"|共青团",http://www.qhyouth.cn/daoshi/,"赵永贵,青海省科学技术厅",,1,云南大学,http://www.sees.ynu.edu.cn/info/1016/1119.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b64adbaa4af260e91881ad2,"中国药理学会心血管专业委员会,中国药理学会,民族药资源化学国家民委—教育部重点实验室民族药功能筛选与药理学研究中心",http://school.freekaoyan.com/yunnan/ynni/2016/01-27/1453901744475854.shtml,"杨淬,云南民族大学",,,云南民族大学,http://www.yngqpx.com/mzyyxy/a/yanjiushengjiaoyu/daoshijianjie/20150811/190.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655550a4af2609c49f30b0,云南省高等学校,http://www.baidu.com/link?url=AHiz7U_k6AIdWgPZ8LjM_AlyClpJ6E8Vhy5fiqiJtUC5qDGfxkmj1YasHDiJjxxy3aPLWsNgL5aaJ0QoMm0xk9vEt1God3LTR5s09u8hvaBTiKiFPGPUtwDcfBXEKVFm,"郭凤根,云南农业大学",,,云南农业大学,http://school.freekaoyan.com/yunnan/ynau/daoshi/2016/01-27/1453895765475229.shtml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b67d5aea4af2623f36289d6,"|学院新闻通知公告学院,党指南职工之家学习园地党群工作|辅导员信箱团委学生会,科学研究|培训咨询帮扶社会服务|院党委院党发文件支部,中心|学校",http://et.ynau.edu.cn/tea/View.asp?id=2311,"杨广容,云南农业大学",,1,云南农业大学经济管理学院,http://et.ynau.edu.cn/tea/View.asp?id=2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6560a9a4af2609c49f3429,民盟云南省委,http://www.yies.org.cn/Catalog/01e4ba2aea8c490e8f312dc51c41528b,"卢云涛,云南省环境科学研究院",,,云南省环境科学研究院,http://www.yies.org.cn/Catalog/01e4ba2aea8c490e8f312dc51c41528b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b655747a4af2609c49f313e,大麻研究中心,http://www.yaas.org.cn/expertView/6/218/4/127.html,"杨明,云南省农业科学院",,,云南省农业科学院,http://www.yaas.org.cn/expertView/6/218/4/127.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b651bd0a4af2609c49f1ed6,"云南省气象科学研究所,云南省气象局",http://www.baike.com/wiki/%E6%AE%B5%E6%97%AD%5B%E4%BA%91%E5%8D%97%E7%9C%81%E6%B0%94%E8%B1%A1%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%89%80%E6%89%80%E9%95%BF%5D,"段旭,中国气象局",,,云南省气象科学研究所,http://www.baike.com/wiki/%E6%AE%B5%E6%97%AD%5B%E4%BA%91%E5%8D%97%E7%9C%81%E6%B0%94%E8%B1%A1%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%89%80%E6%89%80%E9%95%BF%5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b646889a4af260a39f3a053,Archiver|手机版|科学网,http://bbs.sciencenet.cn/thread-38778-1-1.html,"肖体俊,云南师范大学",,1,云南师范大学,http://zt.cast.org.cn/n435777/n435799/n892856/n892859/n893851/33403.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
